scenario,baseline,seed,regularization,iterations,regularization_param,iterations_param,rmse,rmse_percent,coverage,coverage_percent,mean_ess,runtime_sec,peak_memory_mb
sigmaV2_10_sigmaW2_10,DPFOT,11,0.1,100,epsilon,sinkhorn_iters,29.63568878173828,63.30756378173828,0.5339999794960022,53.39999771118164,200.00001525878906,12.13559865951538,0.0
sigmaV2_10_sigmaW2_10,DPFOT,22,0.1,100,epsilon,sinkhorn_iters,30.201078414916992,64.51534271240234,0.47699999809265137,47.70000076293945,200.00001525878906,12.432555913925171,0.0
sigmaV2_10_sigmaW2_10,DPFOT,33,0.1,100,epsilon,sinkhorn_iters,29.778648376464844,63.61294937133789,0.4830000102519989,48.29999923706055,200.00001525878906,14.410706996917725,0.0
sigmaV2_10_sigmaW2_10,DPFOT,44,0.1,100,epsilon,sinkhorn_iters,29.472198486328125,62.95831298828125,0.550000011920929,55.0,200.00001525878906,12.867891073226929,0.0
sigmaV2_10_sigmaW2_10,DPFOT,55,0.1,100,epsilon,sinkhorn_iters,29.856685638427734,63.7796516418457,0.47999998927116394,48.0,200.00001525878906,12.773842334747314,0.0
sigmaV2_10_sigmaW2_10,DPFOT,11,0.2,20,epsilon,sinkhorn_iters,29.423667907714844,62.854644775390625,0.2630000114440918,26.30000114440918,200.00001525878906,2.804245710372925,0.0
sigmaV2_10_sigmaW2_10,DPFOT,22,0.2,20,epsilon,sinkhorn_iters,29.659597396850586,63.35863494873047,0.2290000021457672,22.899999618530273,200.00001525878906,2.776170253753662,0.0
sigmaV2_10_sigmaW2_10,DPFOT,33,0.2,20,epsilon,sinkhorn_iters,29.661115646362305,63.361881256103516,0.26499998569488525,26.499998092651367,200.00001525878906,2.685371160507202,0.0
sigmaV2_10_sigmaW2_10,DPFOT,44,0.2,20,epsilon,sinkhorn_iters,30.325870513916016,64.78192901611328,0.24899999797344208,24.899999618530273,200.00001525878906,2.79500412940979,0.0
sigmaV2_10_sigmaW2_10,DPFOT,55,0.2,20,epsilon,sinkhorn_iters,30.185840606689453,64.48279571533203,0.24699999392032623,24.69999885559082,200.00001525878906,2.7631173133850098,0.0
sigmaV2_10_sigmaW2_10,DPFOT,11,0.2,50,epsilon,sinkhorn_iters,29.761035919189453,63.5753288269043,0.47699999809265137,47.70000076293945,200.00001525878906,6.363021373748779,0.0
sigmaV2_10_sigmaW2_10,DPFOT,22,0.2,50,epsilon,sinkhorn_iters,30.370637893676758,64.87755584716797,0.5070000290870667,50.70000457763672,200.00001525878906,6.565762996673584,0.0
sigmaV2_10_sigmaW2_10,DPFOT,33,0.2,50,epsilon,sinkhorn_iters,30.244384765625,64.60785675048828,0.47200000286102295,47.20000076293945,200.00001525878906,6.325204372406006,0.0
sigmaV2_10_sigmaW2_10,DPFOT,44,0.2,50,epsilon,sinkhorn_iters,29.8347110748291,63.73271560668945,0.5429999828338623,54.29999923706055,200.00001525878906,6.290041208267212,0.0
sigmaV2_10_sigmaW2_10,DPFOT,55,0.2,50,epsilon,sinkhorn_iters,30.375581741333008,64.88811492919922,0.5070000290870667,50.70000457763672,200.00001525878906,5.9985034465789795,0.0
sigmaV2_10_sigmaW2_10,DPFOT,11,0.2,100,epsilon,sinkhorn_iters,32.75535202026367,69.97176361083984,0.6259999871253967,62.599998474121094,200.00001525878906,12.676888704299927,0.0
sigmaV2_10_sigmaW2_10,DPFOT,22,0.2,100,epsilon,sinkhorn_iters,31.52369499206543,67.34070587158203,0.6309999823570251,63.099998474121094,200.00001525878906,14.013384819030762,0.0
sigmaV2_10_sigmaW2_10,DPFOT,33,0.2,100,epsilon,sinkhorn_iters,31.38973617553711,67.05455017089844,0.6349999904632568,63.5,200.00001525878906,12.666167974472046,0.0
sigmaV2_10_sigmaW2_10,DPFOT,44,0.2,100,epsilon,sinkhorn_iters,30.091882705688477,64.2820816040039,0.6510000228881836,65.10000610351562,200.00001525878906,12.13707971572876,0.0
sigmaV2_10_sigmaW2_10,DPFOT,55,0.2,100,epsilon,sinkhorn_iters,30.660425186157227,65.49659729003906,0.6000000238418579,60.000003814697266,200.00001525878906,12.361865043640137,0.0
sigmaV2_10_sigmaW2_10,DPFOT-HMC,11,0.06,20,epsilon,sinkhorn_iters,29.49618911743164,63.00956344604492,0.23499999940395355,23.5,200.00001525878906,4.0370001792907715,0.0
sigmaV2_10_sigmaW2_10,DPFOT-HMC,22,0.06,20,epsilon,sinkhorn_iters,29.880691528320312,63.830936431884766,0.24400000274181366,24.399999618530273,200.00001525878906,3.804518938064575,0.0
sigmaV2_10_sigmaW2_10,DPFOT-HMC,33,0.06,20,epsilon,sinkhorn_iters,28.860776901245117,61.652198791503906,0.2619999945163727,26.19999885559082,200.00001525878906,4.051245212554932,0.0
sigmaV2_10_sigmaW2_10,DPFOT-HMC,44,0.06,20,epsilon,sinkhorn_iters,29.380834579467773,62.763145446777344,0.2290000021457672,22.899999618530273,200.00001525878906,4.076037168502808,0.0
sigmaV2_10_sigmaW2_10,DPFOT-HMC,55,0.06,20,epsilon,sinkhorn_iters,29.012435913085938,61.97617721557617,0.25699999928474426,25.700000762939453,200.00001525878906,4.154174089431763,0.0
sigmaV2_10_sigmaW2_10,DPFOT-HMC,11,0.06,50,epsilon,sinkhorn_iters,29.009206771850586,61.969276428222656,0.2199999988079071,22.0,200.00001525878906,7.502021312713623,0.0
sigmaV2_10_sigmaW2_10,DPFOT-HMC,22,0.06,50,epsilon,sinkhorn_iters,29.759000778198242,63.57098388671875,0.24400000274181366,24.399999618530273,200.00001525878906,7.654057741165161,0.0
sigmaV2_10_sigmaW2_10,DPFOT-HMC,33,0.06,50,epsilon,sinkhorn_iters,29.170703887939453,62.31426239013672,0.26499998569488525,26.499998092651367,200.00001525878906,7.858574151992798,0.0
sigmaV2_10_sigmaW2_10,DPFOT-HMC,44,0.06,50,epsilon,sinkhorn_iters,29.19192123413086,62.359588623046875,0.25999999046325684,26.0,200.00001525878906,7.600238561630249,0.0
sigmaV2_10_sigmaW2_10,DPFOT-HMC,55,0.06,50,epsilon,sinkhorn_iters,29.193950653076172,62.36392593383789,0.2709999978542328,27.100000381469727,200.00001525878906,7.3461527824401855,0.0
sigmaV2_10_sigmaW2_10,DPFOT-HMC,11,0.06,100,epsilon,sinkhorn_iters,29.653818130493164,63.346290588378906,0.27799999713897705,27.799999237060547,200.00001525878906,13.997466325759888,0.0
sigmaV2_10_sigmaW2_10,DPFOT-HMC,22,0.06,100,epsilon,sinkhorn_iters,29.33318328857422,62.661354064941406,0.3499999940395355,35.0,200.00001525878906,13.462165355682373,0.0
sigmaV2_10_sigmaW2_10,DPFOT-HMC,33,0.06,100,epsilon,sinkhorn_iters,29.335710525512695,62.666751861572266,0.3310000002384186,33.099998474121094,200.00001525878906,13.91917085647583,0.0
sigmaV2_10_sigmaW2_10,DPFOT-HMC,44,0.06,100,epsilon,sinkhorn_iters,30.318069458007812,64.7652587890625,0.3149999976158142,31.5,200.00001525878906,13.62896990776062,0.0
sigmaV2_10_sigmaW2_10,DPFOT-HMC,55,0.06,100,epsilon,sinkhorn_iters,29.870267868041992,63.80867004394531,0.34700000286102295,34.70000076293945,200.00001525878906,13.897162437438965,0.0
sigmaV2_10_sigmaW2_10,DPFOT-HMC,11,0.12,20,epsilon,sinkhorn_iters,29.142379760742188,62.253761291503906,0.23800000548362732,23.80000114440918,200.00001525878906,3.998466968536377,0.0
sigmaV2_10_sigmaW2_10,DPFOT-HMC,22,0.12,20,epsilon,sinkhorn_iters,29.73554039001465,63.5208625793457,0.24699999392032623,24.69999885559082,200.00001525878906,3.815300226211548,0.0
sigmaV2_10_sigmaW2_10,DPFOT-HMC,33,0.12,20,epsilon,sinkhorn_iters,29.24619483947754,62.47552490234375,0.25600001215934753,25.600000381469727,200.00001525878906,4.038359642028809,0.0
sigmaV2_10_sigmaW2_10,DPFOT-HMC,44,0.12,20,epsilon,sinkhorn_iters,28.86992073059082,61.67173767089844,0.24699999392032623,24.69999885559082,200.00001525878906,3.817729949951172,0.0
sigmaV2_10_sigmaW2_10,DPFOT-HMC,55,0.12,20,epsilon,sinkhorn_iters,29.16887855529785,62.310367584228516,0.25,25.0,200.00001525878906,3.807621717453003,0.0
sigmaV2_10_sigmaW2_10,DPFOT-HMC,11,0.12,50,epsilon,sinkhorn_iters,29.212427139282227,62.40339279174805,0.3070000112056732,30.700000762939453,200.00001525878906,7.645518779754639,0.0
sigmaV2_10_sigmaW2_10,DPFOT-HMC,22,0.12,50,epsilon,sinkhorn_iters,29.591039657592773,63.21218490600586,0.3440000116825104,34.400001525878906,200.00001525878906,7.482729911804199,0.0
sigmaV2_10_sigmaW2_10,DPFOT-HMC,33,0.12,50,epsilon,sinkhorn_iters,29.305213928222656,62.60160827636719,0.3190000057220459,31.900001525878906,200.00001525878906,7.3447136878967285,0.0
sigmaV2_10_sigmaW2_10,DPFOT-HMC,44,0.12,50,epsilon,sinkhorn_iters,29.65314483642578,63.344852447509766,0.31299999356269836,31.299999237060547,200.00001525878906,8.164644718170166,0.0
sigmaV2_10_sigmaW2_10,DPFOT-HMC,55,0.12,50,epsilon,sinkhorn_iters,29.422103881835938,62.8513069152832,0.3610000014305115,36.099998474121094,200.00001525878906,7.4341325759887695,0.0
sigmaV2_10_sigmaW2_10,DPFOT-HMC,11,0.12,100,epsilon,sinkhorn_iters,30.047622680664062,64.18753051757812,0.5350000262260437,53.500003814697266,200.00001525878906,14.005301475524902,0.0
sigmaV2_10_sigmaW2_10,DPFOT-HMC,22,0.12,100,epsilon,sinkhorn_iters,29.334049224853516,62.663204193115234,0.5519999861717224,55.19999694824219,200.00001525878906,15.902393579483032,0.0
sigmaV2_10_sigmaW2_10,DPFOT-HMC,33,0.12,100,epsilon,sinkhorn_iters,29.18313980102539,62.3408317565918,0.5059999823570251,50.599998474121094,200.00001525878906,14.878941059112549,0.0
sigmaV2_10_sigmaW2_10,DPFOT-HMC,44,0.12,100,epsilon,sinkhorn_iters,30.381439208984375,64.900634765625,0.574999988079071,57.5,200.00001525878906,13.71696424484253,0.0
sigmaV2_10_sigmaW2_10,DPFOT-HMC,55,0.12,100,epsilon,sinkhorn_iters,29.980722427368164,64.04462432861328,0.5490000247955322,54.900001525878906,200.00001525878906,16.13135576248169,0.0
