scenario,baseline,regularization,iterations,rmse_mean,rmse_std,ess_mean,ess_std,runtime_sec_mean,runtime_sec_std
sigmaV2_10_sigmaW2_1,DPFNet-HMC,0.5,4,29.30967483520508,1.3549241789477335,200.00001525878906,0.0,3.587419557571411,0.08943936658682622
sigmaV2_10_sigmaW2_1,DPFOT,0.05,20,29.2689151763916,0.5419200935762234,200.00001525878906,0.0,2.6916315078735353,0.1458518272297334
sigmaV2_10_sigmaW2_1,DPFOT,0.05,50,29.948302459716796,0.7170375254820565,200.00001525878906,0.0,6.3737688064575195,0.1516122161847402
sigmaV2_10_sigmaW2_1,DPFOT,0.05,100,31.03515510559082,0.4471197611358045,200.00001525878906,0.0,12.742087936401367,0.12011750998634456
sigmaV2_10_sigmaW2_1,DPFOT,0.1,20,29.50985794067383,1.1384381125953866,200.00001525878906,0.0,2.6486752033233643,0.09280803584645389
sigmaV2_10_sigmaW2_1,DPFOT,0.1,50,31.456649780273438,0.2773771036220071,200.00001525878906,0.0,6.366507434844971,0.18508281709478652
sigmaV2_10_sigmaW2_1,DPFOT,0.1,100,32.20961799621582,0.5180280330472458,200.00001525878906,0.0,12.63400707244873,0.35636416403040827
sigmaV2_10_sigmaW2_1,DPFOT,0.2,20,30.769839096069337,1.1374027507672064,200.00001525878906,0.0,2.625360536575317,0.14474898333766878
sigmaV2_10_sigmaW2_1,DPFOT,0.2,50,32.291045379638675,0.9165063110335511,200.00001525878906,0.0,6.381743764877319,0.06080553788196141
sigmaV2_10_sigmaW2_1,DPFOT,0.2,100,35.25196075439453,1.1999933918537813,200.00001525878906,0.0,11.737847757339477,1.5193445327430604
sigmaV2_10_sigmaW2_1,DPFOT-HMC,0.06,20,28.856214904785155,0.3586703230086848,200.00001525878906,0.0,3.140823316574097,0.028842132963455402
sigmaV2_10_sigmaW2_1,DPFOT-HMC,0.06,50,30.09482078552246,0.3027049396383825,200.00001525878906,0.0,5.750948429107666,0.07984431147787917
sigmaV2_10_sigmaW2_1,DPFOT-HMC,0.06,100,31.32618179321289,0.5462613680722398,200.00001525878906,0.0,12.290151882171632,1.8495703522080844
sigmaV2_10_sigmaW2_1,DPFOT-HMC,0.12,20,29.117524719238283,0.38550605291757245,200.00001525878906,0.0,3.9508229732513427,0.10048319155050796
