scenario,baseline,iteration,flow_magnitude_mean,flow_magnitude_std,jacobian_conditioning_mean,jacobian_conditioning_std
sigmaV2_10_sigmaW2_1,DPFNet-HMC,26,9.772573280334473,1.0613315076743672,1.000000500679016,1.7520115919946514e-07
sigmaV2_10_sigmaW2_1,DPFNet-HMC,27,13.025543212890625,1.7772802271700356,1.0000004768371582,1.3058723390225555e-07
sigmaV2_10_sigmaW2_1,DPFNet-HMC,28,8.474135875701904,0.6935270377894133,1.0000004768371582,1.5078914929239175e-07
sigmaV2_10_sigmaW2_1,DPFNet-HMC,29,10.38520336151123,0.5748179019937965,1.000000524520874,9.536743164062499e-08
sigmaV2_10_sigmaW2_1,DPFNet-HMC,30,12.78033504486084,0.9195645395359392,1.000000548362732,5.840038639982171e-08
sigmaV2_10_sigmaW2_1,DPFNet-HMC,31,12.93345832824707,1.1955661513614784,1.000000524520874,1.215700987241932e-07
sigmaV2_10_sigmaW2_1,DPFNet-HMC,32,12.035185623168946,1.739137228543482,1.0000004291534423,9.536743164062499e-08
sigmaV2_10_sigmaW2_1,DPFNet-HMC,33,8.425739192962647,0.6782198118482717,1.0000003814697265,8.920806376395085e-08
sigmaV2_10_sigmaW2_1,DPFNet-HMC,34,10.145863723754882,0.7692315446631329,1.000000500679016,4.7683715820312496e-08
sigmaV2_10_sigmaW2_1,DPFNet-HMC,35,13.69761028289795,2.221407439428929,1.0000004291534423,1.215700987241932e-07
sigmaV2_10_sigmaW2_1,DPFNet-HMC,36,9.744256210327148,0.8885551711293852,1.00000057220459,8.920806376395085e-08
sigmaV2_10_sigmaW2_1,DPFNet-HMC,37,12.580232238769531,0.6837392062340631,1.0000004291534423,9.5367431640625e-08
sigmaV2_10_sigmaW2_1,DPFNet-HMC,38,11.04277687072754,0.6510324084942889,1.0000004768371582,7.539457464619587e-08
sigmaV2_10_sigmaW2_1,DPFNet-HMC,39,10.060557174682618,0.9917318993317558,1.00000057220459,1.9073486328125e-07
sigmaV2_10_sigmaW2_1,DPFNet-HMC,40,13.796749114990234,0.7918437385497314,1.0000004529953004,8.920806376395086e-08
sigmaV2_10_sigmaW2_1,DPFNet-HMC,41,10.734646606445313,0.8373989861654931,1.0000004291534423,1.215700987241932e-07
sigmaV2_10_sigmaW2_1,DPFNet-HMC,42,11.147930145263672,1.201682359089916,1.0000004291534423,9.536743164062499e-08
sigmaV2_10_sigmaW2_1,DPFNet-HMC,43,11.1762451171875,1.0965867019932374,1.0000004529953004,1.1680077279964343e-07
sigmaV2_10_sigmaW2_1,DPFNet-HMC,44,10.263848304748535,1.2576211478242507,1.0000004053115845,5.840038639982172e-08
sigmaV2_10_sigmaW2_1,DPFNet-HMC,45,14.326529502868652,1.2606048680737039,1.000000548362732,1.6170334775746508e-07
sigmaV2_10_sigmaW2_1,DPFNet-HMC,46,11.345212364196778,1.3781714205921207,1.0000004529953004,8.920806376395085e-08
sigmaV2_10_sigmaW2_1,DPFNet-HMC,47,9.983814811706543,0.9738892295529878,1.0000003814697265,1.1680077279964342e-07
sigmaV2_10_sigmaW2_1,DPFNet-HMC,48,13.057512664794922,0.9731622801839728,1.000000500679016,8.920806376395085e-08
sigmaV2_10_sigmaW2_1,DPFNet-HMC,49,10.091787528991699,0.5246008666778719,1.000000500679016,8.920806376395086e-08
sigmaV2_10_sigmaW2_1,DPFNet-HMC,50,9.124833297729491,0.9211766817707269,1.0000004291534423,1.215700987241932e-07
sigmaV2_10_sigmaW2_1,DPFNet-HMC,51,13.651702308654786,1.0569577169813273,1.000000500679016,8.920806376395086e-08
sigmaV2_10_sigmaW2_1,DPFNet-HMC,52,11.971128845214844,0.6590834649661267,1.0000004768371582,7.539457464619587e-08
sigmaV2_10_sigmaW2_1,DPFNet-HMC,53,12.23181324005127,1.8347729949658242,1.000000548362732,5.840038639982172e-08
sigmaV2_10_sigmaW2_1,DPFNet-HMC,54,8.764770412445069,1.1928238785691587,1.0000004529953004,4.7683715820312496e-08
sigmaV2_10_sigmaW2_1,DPFNet-HMC,55,9.362909507751464,0.46009560848069875,1.000000524520874,1.215700987241932e-07
sigmaV2_10_sigmaW2_1,DPFNet-HMC,56,12.42898998260498,1.2912412239189082,1.0000004768371582,7.539457464619587e-08
sigmaV2_10_sigmaW2_1,DPFNet-HMC,57,10.438553428649902,1.1159848229849845,1.0000004768371582,7.539457464619587e-08
sigmaV2_10_sigmaW2_1,DPFNet-HMC,58,11.6757661819458,0.5544933748670402,1.0000004291534423,1.215700987241932e-07
sigmaV2_10_sigmaW2_1,DPFNet-HMC,59,11.66098403930664,1.3026408092302644,1.0000003814697265,4.7683715820312496e-08
sigmaV2_10_sigmaW2_1,DPFNet-HMC,60,11.073927688598634,1.7843220705961218,1.000000500679016,1.5814899398591043e-07
sigmaV2_10_sigmaW2_1,DPFNet-HMC,61,11.78951416015625,1.106995011233748,1.0000004529953004,1.3902072655785801e-07
sigmaV2_10_sigmaW2_1,DPFNet-HMC,62,11.332758903503418,1.015459526243034,1.0000004768371582,1.5078914929239175e-07
sigmaV2_10_sigmaW2_1,DPFNet-HMC,63,10.469392395019531,1.5710994349424845,1.000000548362732,1.215700987241932e-07
sigmaV2_10_sigmaW2_1,DPFNet-HMC,64,12.15262680053711,1.9968928926683007,1.000000500679016,8.920806376395085e-08
sigmaV2_10_sigmaW2_1,DPFNet-HMC,65,10.315210723876953,1.0941012637862777,1.0000004768371582,1.066240299940009e-07
sigmaV2_10_sigmaW2_1,DPFNet-HMC,66,11.722631645202636,1.3689091919913887,1.000000524520874,5.840038639982172e-08
sigmaV2_10_sigmaW2_1,DPFNet-HMC,67,9.824534606933593,0.9138924676014323,1.0000004291534423,5.840038639982171e-08
sigmaV2_10_sigmaW2_1,DPFNet-HMC,68,9.74557876586914,1.3071520238776584,1.000000548362732,9.5367431640625e-08
sigmaV2_10_sigmaW2_1,DPFNet-HMC,69,13.826458358764649,2.08648034507064,1.0000003576278687,7.539457464619587e-08
sigmaV2_10_sigmaW2_1,DPFNet-HMC,70,9.905269622802734,0.7019538804461237,1.000000548362732,1.6170334775746508e-07
sigmaV2_10_sigmaW2_1,DPFNet-HMC,71,13.716593360900879,1.2306979914420175,1.000000548362732,5.840038639982172e-08
sigmaV2_10_sigmaW2_1,DPFNet-HMC,72,10.540898323059082,1.2110565481621869,1.000000524520874,1.430511474609375e-07
sigmaV2_10_sigmaW2_1,DPFNet-HMC,73,10.577546882629395,1.004983472633397,1.000000548362732,2.2110029448260554e-07
sigmaV2_10_sigmaW2_1,DPFNet-HMC,74,11.632903480529786,1.7898378744067236,1.0000004053115845,1.215700987241932e-07
sigmaV2_10_sigmaW2_1,DPFNet-HMC,75,9.864564132690429,0.9138023924942674,1.0000004768371582,1.6858739404357614e-07
sigmaV2_10_sigmaW2_1,DPFNet-HMC,76,9.632404327392578,0.8098173737026285,1.000000500679016,1.3902072655785801e-07
sigmaV2_10_sigmaW2_1,DPFNet-HMC,77,14.909437370300292,0.7315399595504363,1.000000548362732,1.215700987241932e-07
sigmaV2_10_sigmaW2_1,DPFNet-HMC,78,11.261904525756837,1.2002512334982414,1.000000548362732,5.840038639982172e-08
sigmaV2_10_sigmaW2_1,DPFNet-HMC,79,11.907403564453125,1.41575879765846,1.0000004529953004,1.7520115919946512e-07
sigmaV2_10_sigmaW2_1,DPFNet-HMC,80,10.401972389221191,1.2482980629594367,1.0000003576278687,1.3058723390225555e-07
sigmaV2_10_sigmaW2_1,DPFNet-HMC,81,10.18521556854248,0.6084449298536339,1.000000548362732,1.6170334775746508e-07
sigmaV2_10_sigmaW2_1,DPFNet-HMC,82,12.885441970825195,1.1485737488322785,1.0000004291534423,9.536743164062499e-08
sigmaV2_10_sigmaW2_1,DPFNet-HMC,83,10.827827453613281,1.0554605827244663,1.000000524520874,1.2157009872419322e-07
sigmaV2_10_sigmaW2_1,DPFNet-HMC,84,10.619012260437012,0.4232866850678273,1.00000057220459,4.7683715820312496e-08
sigmaV2_10_sigmaW2_1,DPFNet-HMC,85,12.450367546081543,0.7672259467039596,1.0000006437301636,1.9369216929998303e-07
sigmaV2_10_sigmaW2_1,DPFNet-HMC,86,11.149085807800294,0.38649695394530814,1.0000003814697265,1.1680077279964343e-07
sigmaV2_10_sigmaW2_1,DPFNet-HMC,87,12.300955009460449,1.6664208239587297,1.0000004768371582,0.0
sigmaV2_10_sigmaW2_1,DPFNet-HMC,88,9.23569107055664,1.0452378467282453,1.0000004529953004,1.1680077279964343e-07
sigmaV2_10_sigmaW2_1,DPFNet-HMC,89,9.993210411071777,0.404040018769441,1.0000004768371582,1.3058723390225555e-07
sigmaV2_10_sigmaW2_1,DPFNet-HMC,90,13.555177688598633,0.7002528456117348,1.0000004768371582,1.066240299940009e-07
sigmaV2_10_sigmaW2_1,DPFNet-HMC,91,9.67201633453369,0.5572083723819421,1.0000003814697265,8.920806376395085e-08
sigmaV2_10_sigmaW2_1,DPFNet-HMC,92,12.330926513671875,0.7749544527909107,1.0000004529953004,1.39020726557858e-07
sigmaV2_10_sigmaW2_1,DPFNet-HMC,93,9.717684936523437,1.3178112260307695,1.0000004291534423,5.840038639982171e-08
sigmaV2_10_sigmaW2_1,DPFNet-HMC,94,10.978783798217773,0.5667689071795887,1.000000524520874,9.5367431640625e-08
sigmaV2_10_sigmaW2_1,DPFNet-HMC,95,11.506046867370605,0.619254981276856,1.0000004053115845,1.6170334775746508e-07
sigmaV2_10_sigmaW2_1,DPFNet-HMC,96,10.080980491638183,1.0451050052355708,1.000000548362732,9.5367431640625e-08
sigmaV2_10_sigmaW2_1,DPFNet-HMC,97,10.540246200561523,0.8314422925083448,1.0000004529953004,1.39020726557858e-07
sigmaV2_10_sigmaW2_1,DPFNet-HMC,98,11.490189170837402,1.2040851747042152,1.000000524520874,1.215700987241932e-07
sigmaV2_10_sigmaW2_1,DPFNet-HMC,99,10.992694664001466,0.8664013101638122,1.0000004291534423,9.536743164062499e-08
sigmaV2_10_sigmaW2_1,DPFNet-HMC,100,10.81486930847168,1.4101243432614108,1.000000548362732,5.840038639982172e-08
sigmaV2_10_sigmaW2_1,DPFOT,1,55.39037551879883,2.9773868360097206,357303574.4,114967037.46943086
sigmaV2_10_sigmaW2_1,DPFOT,2,55.361385345458984,11.785791642131379,363983053.6,412918398.3622942
sigmaV2_10_sigmaW2_1,DPFOT,3,37.47403984069824,4.563234238685439,61085028.4,83977035.5204109
sigmaV2_10_sigmaW2_1,DPFOT,4,31.423563766479493,6.359412875301947,404047465.6,219017174.27789706
sigmaV2_10_sigmaW2_1,DPFOT,5,32.906955337524415,6.607721385288366,155041372.0,105846392.31394143
sigmaV2_10_sigmaW2_1,DPFOT,6,37.56044960021973,7.180243128981881,97098729.6,60275027.00914695
sigmaV2_10_sigmaW2_1,DPFOT,7,34.729091262817384,9.463280239857388,278572806.4,207291732.8957022
sigmaV2_10_sigmaW2_1,DPFOT,8,40.721295547485354,10.592846005838412,257846093.6,275124212.4995094
sigmaV2_10_sigmaW2_1,DPFOT,9,37.76626281738281,9.46376182934931,406380860.0,606365773.9381443
sigmaV2_10_sigmaW2_1,DPFOT,10,37.06987762451172,5.299734791481061,404529104.8,233659374.21202046
sigmaV2_10_sigmaW2_1,DPFOT,11,43.90568313598633,13.386445009058358,282655551.2,317097583.29839003
sigmaV2_10_sigmaW2_1,DPFOT,12,34.12589378356934,2.9224378144258294,353773684.9,315790313.1044762
sigmaV2_10_sigmaW2_1,DPFOT,13,35.92314491271973,9.45344650937354,332032784.0,264314295.16702807
sigmaV2_10_sigmaW2_1,DPFOT,14,42.68192367553711,12.638505913794917,238004448.8,182662639.4130604
sigmaV2_10_sigmaW2_1,DPFOT,15,31.29309501647949,2.0662883853500524,73584657.2,39573406.04972578
sigmaV2_10_sigmaW2_1,DPFOT,16,36.88145561218262,14.395014389006278,65400722.4,34969061.5797913
sigmaV2_10_sigmaW2_1,DPFOT,17,36.87436103820801,6.006649731985202,222878320.2,332626904.9767575
sigmaV2_10_sigmaW2_1,DPFOT,18,33.579497528076175,5.52519584382748,84622419.2,49319117.23134319
sigmaV2_10_sigmaW2_1,DPFOT,19,50.17464981079102,10.130314596149734,343992365.6,328609849.0968528
sigmaV2_10_sigmaW2_1,DPFOT,20,35.54401550292969,10.668898684125217,187846654.4,94515091.29165964
sigmaV2_10_sigmaW2_1,DPFOT,21,34.36369743347168,8.70241071393816,191999641.6,191896477.74244618
sigmaV2_10_sigmaW2_1,DPFOT,22,41.06528778076172,11.202312116983313,203881128.8,142446603.47918257
sigmaV2_10_sigmaW2_1,DPFOT,23,35.65575332641602,4.290762514754398,262339313.6,154537931.95992708
sigmaV2_10_sigmaW2_1,DPFOT,24,30.24262351989746,5.898419820729077,159417558.4,96704285.82336494
sigmaV2_10_sigmaW2_1,DPFOT,25,38.439423370361325,4.318565596064751,268788121.6,387450668.86696815
sigmaV2_10_sigmaW2_1,DPFOT,26,27.600640487670898,4.422718238492258,78864328.5,70902724.22106561
sigmaV2_10_sigmaW2_1,DPFOT,27,43.566666793823245,20.92447192498094,333209875.2,155080175.57299748
sigmaV2_10_sigmaW2_1,DPFOT,28,39.57126655578613,8.236079238060839,73728115.0453125,129731330.19863787
sigmaV2_10_sigmaW2_1,DPFOT,29,37.21431655883789,8.340289168276183,392164321.6,263221654.92820266
sigmaV2_10_sigmaW2_1,DPFOT,30,28.75724105834961,3.3258642247655508,160238445.1,143784626.96427622
sigmaV2_10_sigmaW2_1,DPFOT,31,28.949889373779296,1.6181076759231712,59363064.4,76879139.86162893
sigmaV2_10_sigmaW2_1,DPFOT,32,43.13670387268066,16.895461305615466,376380478.2,639581867.3248516
sigmaV2_10_sigmaW2_1,DPFOT,33,42.49914627075195,7.617158684550474,167856643.2,115621505.1386055
sigmaV2_10_sigmaW2_1,DPFOT,34,33.382788467407224,7.906010953297106,132203317.2,92893318.16721666
sigmaV2_10_sigmaW2_1,DPFOT,35,38.95353240966797,6.070060751970854,417853148.8,319642675.17293984
sigmaV2_10_sigmaW2_1,DPFOT,36,32.68415908813476,6.379209860699122,296462817.0,256035628.21363863
sigmaV2_10_sigmaW2_1,DPFOT,37,37.41163024902344,7.878247000659442,216201471.8,207876966.03024128
sigmaV2_10_sigmaW2_1,DPFOT,38,38.25280609130859,3.854029973005039,42293313.5125,57010694.86498468
sigmaV2_10_sigmaW2_1,DPFOT,39,42.11204452514649,8.37826025188611,396836185.6,349419295.6561942
sigmaV2_10_sigmaW2_1,DPFOT,40,49.39448356628418,11.613447770453833,678992907.2,422288484.9588596
sigmaV2_10_sigmaW2_1,DPFOT,41,37.84203948974609,5.979796741858631,267029134.4,131449147.55985512
sigmaV2_10_sigmaW2_1,DPFOT,42,39.56797790527344,13.334446911299395,150433782.4,75587213.9887249
sigmaV2_10_sigmaW2_1,DPFOT,43,32.512864685058595,12.15058759606774,261034364.8,131174521.59866823
sigmaV2_10_sigmaW2_1,DPFOT,44,37.523864364624025,7.700558894255733,145707405.35,260299652.07553464
sigmaV2_10_sigmaW2_1,DPFOT,45,56.65150604248047,12.189914155442377,229661717.8,212147422.47282094
sigmaV2_10_sigmaW2_1,DPFOT,46,38.52727737426758,12.260162251059,253012928.8,190429017.03026584
sigmaV2_10_sigmaW2_1,DPFOT,47,40.33849411010742,8.590484972235677,290572590.4,175317468.10177255
sigmaV2_10_sigmaW2_1,DPFOT,48,37.02430419921875,14.56151117620834,251852224.8,341376940.3720871
sigmaV2_10_sigmaW2_1,DPFOT,49,38.45793533325195,10.817251303246318,195779652.8,59064398.846550964
sigmaV2_10_sigmaW2_1,DPFOT,50,35.05963897705078,10.185697099856748,101761726.0,116236052.03330618
sigmaV2_10_sigmaW2_1,DPFOT,51,38.50869369506836,2.814934925479658,298545642.4,300762913.3796565
sigmaV2_10_sigmaW2_1,DPFOT,52,35.81337471008301,5.905353048625433,135355210.4,91563891.51360449
sigmaV2_10_sigmaW2_1,DPFOT,53,42.468617630004886,24.317489261829795,170761215.6,113888922.67305829
sigmaV2_10_sigmaW2_1,DPFOT,54,40.46727523803711,10.784397517984054,228530572.8,171861107.17272255
sigmaV2_10_sigmaW2_1,DPFOT,55,36.438101577758786,6.895497592617609,108016180.0,98503066.9550914
sigmaV2_10_sigmaW2_1,DPFOT,56,25.87479362487793,6.060211067015196,107948161.0,93090666.1241496
sigmaV2_10_sigmaW2_1,DPFOT,57,41.23512992858887,8.304970849051648,179516730.4,199098341.2746757
sigmaV2_10_sigmaW2_1,DPFOT,58,33.20475692749024,8.71723275778423,86826844.025,87338722.21308602
sigmaV2_10_sigmaW2_1,DPFOT,59,29.839923477172853,5.1920926231492,264992484.0,182099320.19243392
sigmaV2_10_sigmaW2_1,DPFOT,60,34.57588920593262,7.127759690750897,201968312.8,180951892.54226273
sigmaV2_10_sigmaW2_1,DPFOT,61,40.366644287109374,14.032299486934052,258322123.2,104796197.82414398
sigmaV2_10_sigmaW2_1,DPFOT,62,38.99224853515625,4.0885657940563656,570437840.0,334882990.9575868
sigmaV2_10_sigmaW2_1,DPFOT,63,38.80811462402344,10.694357210620566,252144235.2,200683771.24819687
sigmaV2_10_sigmaW2_1,DPFOT,64,36.84535789489746,8.893458080109015,195444329.6,167409626.087599
sigmaV2_10_sigmaW2_1,DPFOT,65,38.817830657958986,4.733315717748533,368717070.4,192169538.89558414
sigmaV2_10_sigmaW2_1,DPFOT,66,34.89345245361328,9.058907537020925,295743677.4,310024836.9716984
sigmaV2_10_sigmaW2_1,DPFOT,67,36.46133117675781,7.158701548418665,338630558.4,294282206.2482365
sigmaV2_10_sigmaW2_1,DPFOT,68,39.10445289611816,18.68474854622266,147463650.6,141866380.07216728
sigmaV2_10_sigmaW2_1,DPFOT,69,41.913542938232425,6.8130580306243695,197862206.4,116290262.91081987
sigmaV2_10_sigmaW2_1,DPFOT,70,43.03084869384766,4.705367295420304,227864154.15,352416451.87079644
sigmaV2_10_sigmaW2_1,DPFOT,71,39.750065612792966,2.961463251615288,278419229.6,162518833.86742172
sigmaV2_10_sigmaW2_1,DPFOT,72,32.423827743530275,6.950225675842507,116797073.6,103549993.36731376
sigmaV2_10_sigmaW2_1,DPFOT,73,38.09288139343262,7.178746661779049,151375983.2,143187678.43136764
sigmaV2_10_sigmaW2_1,DPFOT,74,38.04158592224121,11.293559922287203,89936440.5,71358130.56386977
sigmaV2_10_sigmaW2_1,DPFOT,75,33.94714508056641,6.940538683692745,100036817.6,72901950.32887955
sigmaV2_10_sigmaW2_1,DPFOT,76,34.052957916259764,6.652240399244039,212591260.8,158506541.80892843
sigmaV2_10_sigmaW2_1,DPFOT,77,32.07411346435547,8.396511253982665,273721290.0078125,372025480.83094865
sigmaV2_10_sigmaW2_1,DPFOT,78,32.43186569213867,7.94999788525514,95102041.8,91082867.43584602
sigmaV2_10_sigmaW2_1,DPFOT,79,46.13356742858887,14.277871889304466,286236076.0,415988283.78874314
sigmaV2_10_sigmaW2_1,DPFOT,80,35.51208839416504,6.370971774708708,23062045.8625,27507147.20316053
sigmaV2_10_sigmaW2_1,DPFOT,81,40.560498046875,6.40532847588782,222879681.6,152221653.47574347
sigmaV2_10_sigmaW2_1,DPFOT,82,34.94579963684082,8.007268885940713,82491448.4,70174157.52714637
sigmaV2_10_sigmaW2_1,DPFOT,83,32.97397155761719,12.035482001538565,217418238.4,126895066.80490759
sigmaV2_10_sigmaW2_1,DPFOT,84,31.137612533569335,4.247236947509892,66377733.6078125,45004260.13694488
sigmaV2_10_sigmaW2_1,DPFOT,85,37.06155433654785,12.280319826491048,490454320.0,397793475.5237582
sigmaV2_10_sigmaW2_1,DPFOT,86,34.61268692016601,6.769190130788412,179357336.8,220591739.38657346
sigmaV2_10_sigmaW2_1,DPFOT,87,38.0936939239502,8.549114529249472,102403338.4,68688314.73948388
sigmaV2_10_sigmaW2_1,DPFOT,88,41.37714614868164,5.4055159388118605,327811802.659375,521179824.2342113
sigmaV2_10_sigmaW2_1,DPFOT,89,34.50825233459473,4.1495277099341115,172937060.0,148502318.45138347
sigmaV2_10_sigmaW2_1,DPFOT,90,30.474672317504883,4.39553729769591,149158628.0,162724609.64251694
sigmaV2_10_sigmaW2_1,DPFOT,91,34.9043514251709,5.9840775701318565,125636335.5,101510091.575575
sigmaV2_10_sigmaW2_1,DPFOT,92,42.14090843200684,12.461731319709747,262627870.4,112530161.39729328
sigmaV2_10_sigmaW2_1,DPFOT,93,35.91311454772949,5.8748259407706325,317605044.0,258822754.38998663
sigmaV2_10_sigmaW2_1,DPFOT,94,45.764102172851565,7.15888635949059,364714895.4,321226496.4066492
sigmaV2_10_sigmaW2_1,DPFOT,95,32.7134822845459,9.738518449889025,140814799.2,69088533.80607769
sigmaV2_10_sigmaW2_1,DPFOT,96,31.866898345947266,7.851027576365913,330724004.8,264322437.4404934
sigmaV2_10_sigmaW2_1,DPFOT,97,36.342084121704104,4.795625218091421,271143585.6,257812132.85072073
sigmaV2_10_sigmaW2_1,DPFOT,98,51.032108306884766,10.55955680147166,245307188.8,239471839.8558389
sigmaV2_10_sigmaW2_1,DPFOT,99,40.24656677246094,3.1573509752140247,138844131.2,114821476.88749504
sigmaV2_10_sigmaW2_1,DPFOT,100,42.030374908447264,10.511320519896833,225350051.2,168457888.78516823
sigmaV2_10_sigmaW2_1,DPFOT-HMC,1,53.18642349243164,4.059145958173895,363046713.6,71707800.82866432
sigmaV2_10_sigmaW2_1,DPFOT-HMC,2,39.49373817443848,16.695503497546195,232507883.6,368047949.91333646
sigmaV2_10_sigmaW2_1,DPFOT-HMC,3,40.0088508605957,21.910322725007767,216697217.8,315934787.1116225
sigmaV2_10_sigmaW2_1,DPFOT-HMC,4,29.694242477416992,4.925208709561913,212906872.0,197530406.64956784
sigmaV2_10_sigmaW2_1,DPFOT-HMC,5,29.17418670654297,4.9475327818873955,97876035.0,76623753.14137916
sigmaV2_10_sigmaW2_1,DPFOT-HMC,6,31.479149627685548,6.286107667850503,120227554.0,135114472.54777107
sigmaV2_10_sigmaW2_1,DPFOT-HMC,7,27.71240577697754,5.496732341994518,76917719.6,81760018.01459545
sigmaV2_10_sigmaW2_1,DPFOT-HMC,8,35.97186012268067,5.729891287435321,142930042.4,107727743.27027658
sigmaV2_10_sigmaW2_1,DPFOT-HMC,9,34.62142219543457,11.855805263177977,142876054.6,157523591.96550912
sigmaV2_10_sigmaW2_1,DPFOT-HMC,10,39.58662414550781,4.245709771846052,358896999.2,256710782.00333166
sigmaV2_10_sigmaW2_1,DPFOT-HMC,11,38.45032806396485,5.1385301043660325,120828162.8,135243306.88499084
sigmaV2_10_sigmaW2_1,DPFOT-HMC,12,27.41112365722656,6.146975241288484,318940650.4,314337048.209861
sigmaV2_10_sigmaW2_1,DPFOT-HMC,13,28.791983795166015,3.927482146363289,236591476.8,104737870.36705069
sigmaV2_10_sigmaW2_1,DPFOT-HMC,14,35.79180679321289,8.186312452227428,183260569.2,187766948.08157912
sigmaV2_10_sigmaW2_1,DPFOT-HMC,15,30.33144874572754,3.0881969398927724,109392626.8,61605571.31105194
sigmaV2_10_sigmaW2_1,DPFOT-HMC,16,33.56407127380371,18.688891931456112,250500897.34453124,381509093.8386193
sigmaV2_10_sigmaW2_1,DPFOT-HMC,17,39.09274177551269,9.064171500906063,399504361.6,177695066.3901907
sigmaV2_10_sigmaW2_1,DPFOT-HMC,18,30.813833236694336,5.347210821211104,169243602.4,169746879.29803783
sigmaV2_10_sigmaW2_1,DPFOT-HMC,19,37.68358726501465,10.929703677910561,229496214.4,212980946.73130038
sigmaV2_10_sigmaW2_1,DPFOT-HMC,20,34.97243957519531,7.841583433752018,204086033.6,138550028.20047137
sigmaV2_10_sigmaW2_1,DPFOT-HMC,21,34.19641799926758,8.524169448360137,145501229.4,160525898.35505927
sigmaV2_10_sigmaW2_1,DPFOT-HMC,22,42.930310821533205,4.5676136992441565,131945272.0,106113284.20386268
sigmaV2_10_sigmaW2_1,DPFOT-HMC,23,42.212738037109375,6.821784187088474,186314402.8,114479051.59157197
sigmaV2_10_sigmaW2_1,DPFOT-HMC,24,35.17606315612793,13.77995333605375,291429291.2,208061001.3171002
sigmaV2_10_sigmaW2_1,DPFOT-HMC,25,33.84877815246582,5.232698432446641,314429968.8,207814092.54030785
sigmaV2_10_sigmaW2_1,DPFOT-HMC,26,31.003419876098633,7.673075578270854,198966409.0,148979799.30679956
sigmaV2_10_sigmaW2_1,DPFOT-HMC,27,29.094433212280272,9.781314237618474,166793067.6,193300576.40089154
sigmaV2_10_sigmaW2_1,DPFOT-HMC,28,35.45314178466797,7.9841465709640485,5080239.6554199215,5775074.195305574
sigmaV2_10_sigmaW2_1,DPFOT-HMC,29,38.893272399902344,7.903017831163559,376313548.8,136645995.9763471
sigmaV2_10_sigmaW2_1,DPFOT-HMC,30,33.14911994934082,7.189606115486204,312657876.8,200541679.17454207
sigmaV2_10_sigmaW2_1,DPFOT-HMC,31,47.5458869934082,8.771400275298198,207620951.4,159608283.95699534
sigmaV2_10_sigmaW2_1,DPFOT-HMC,32,43.72879333496094,8.642492735507378,247341668.8,239867921.22754413
sigmaV2_10_sigmaW2_1,DPFOT-HMC,33,32.78455352783203,5.691345608226976,37019994.6,25634196.185163766
sigmaV2_10_sigmaW2_1,DPFOT-HMC,34,25.50368537902832,2.8604199485615167,103850178.8,44961819.03646543
sigmaV2_10_sigmaW2_1,DPFOT-HMC,35,30.10215950012207,6.912736708734028,326292451.2,136042012.69126308
sigmaV2_10_sigmaW2_1,DPFOT-HMC,36,32.43814353942871,2.9496015569713903,221306612.509375,212968318.48745868
sigmaV2_10_sigmaW2_1,DPFOT-HMC,37,41.44196891784668,7.438487350706146,239576012.8,208334402.17690763
sigmaV2_10_sigmaW2_1,DPFOT-HMC,38,36.24710807800293,5.693704590079079,295287301.5,243542218.33103576
sigmaV2_10_sigmaW2_1,DPFOT-HMC,39,36.14884452819824,5.372365205676834,219520336.8,176540551.80858478
sigmaV2_10_sigmaW2_1,DPFOT-HMC,40,31.885988616943358,10.341830348401828,80946830.5,64930541.399473995
sigmaV2_10_sigmaW2_1,DPFOT-HMC,41,27.843224716186523,9.918705926264503,205018490.0,201563681.91467798
sigmaV2_10_sigmaW2_1,DPFOT-HMC,42,39.674765014648436,8.233516963961145,207884144.0,173539877.81873322
sigmaV2_10_sigmaW2_1,DPFOT-HMC,43,37.38053245544434,11.613567918864875,222681662.4,197332040.39167163
sigmaV2_10_sigmaW2_1,DPFOT-HMC,44,39.08594665527344,5.109886147448947,364536486.0,273498350.4694797
sigmaV2_10_sigmaW2_1,DPFOT-HMC,45,38.41221389770508,12.29190387209111,194379259.2,96348308.44485769
sigmaV2_10_sigmaW2_1,DPFOT-HMC,46,35.04621810913086,13.790848461344023,179236024.8,178433890.44955802
sigmaV2_10_sigmaW2_1,DPFOT-HMC,47,34.62036895751953,8.247685729873245,130344423.2,73554561.96550965
sigmaV2_10_sigmaW2_1,DPFOT-HMC,48,39.181156921386716,6.336358971712509,416119352.75,365577863.4573821
sigmaV2_10_sigmaW2_1,DPFOT-HMC,49,35.55795783996582,7.805679319325574,96798782.2,91562454.37231041
sigmaV2_10_sigmaW2_1,DPFOT-HMC,50,35.033032989501955,9.664257128331789,267064882.0,238954198.89780286
sigmaV2_10_sigmaW2_1,DPFOT-HMC,51,28.675787734985352,7.9541347499433,364138264.0,227360617.96916
sigmaV2_10_sigmaW2_1,DPFOT-HMC,52,40.363067626953125,4.5346427958890745,117816052.8,87135767.22298758
sigmaV2_10_sigmaW2_1,DPFOT-HMC,53,48.528770446777344,11.401161682760323,259658697.2,246874755.62200323
sigmaV2_10_sigmaW2_1,DPFOT-HMC,54,36.19715003967285,4.570380000568945,182053308.8,146286297.6427575
sigmaV2_10_sigmaW2_1,DPFOT-HMC,55,33.30996551513672,9.000102922732257,207027063.2,190248765.71544325
